problem_ID,problem_set_ID,question
332,19,"Given $\triangle DEF$. $\overline{DF} \cong \overline{EF}$,  $m\angle F=72$. Find $m\angle D$.\\[0.5cm]
    \begin{tikzpicture} %[scale=3] Isosceles, parallel marks, congruence marks
      \draw [-, thick] (0,0) node[below]{$D$}--
        (5,0) node[below]{$E$}--(2.5,4) node[above]{$F$}--cycle;
      %\draw [>->, thick] (1.0,1.6)--(1.25,2);
      %\draw [{Bar[]}-{Bar[]}, thick] (4,1.6)--(3.75,2);
      %\draw [color=blue] (0.75,0) arc [start angle=0, end angle=58, radius=0.75];
      %\draw (5,0)-- +(-0.75,0) arc [start angle=180, end angle=122, radius=0.75];
    \end{tikzpicture}%\vspace{1cm}

"
333,19,"Given the triangle shown with congruent sides marked.  $m\angle 1=110$. Find $m\angle 2$\\
  Spicy: Find the measure of the vertex angle. \\[0.5cm]
    \begin{tikzpicture}[scale=0.7]
      \draw [thick](0,0)--(4,0)--(2,6)--(0,0);
      \draw [->, thick](0,0)--(4,0) node[above right]{1}--(7,0);
      \draw [fill] (0,0) circle [radius=0.05] node[above right]{$2$};
      %\draw [fill] (4,0) circle [radius=0.05] node[below]{$B$};
      \draw [fill] (2,6) circle [radius=0.05] node[above right]{$V$};
      %\draw [color=blue] (0,0) ++(0.75,0) arc [start angle=0, end angle=70, radius=0.75];
      %\draw [color=blue] (4,0) ++(-0.22, 0.73) arc [start angle=110, end angle=180, radius=0.75];
      \draw [thick] (0.8,3.1)--(1.2,2.9); %tick mark
      \draw [thick] (2.8,2.9)--(3.2,3.1); %tick mark
      %\node [right] at (3.25,2.5){$x+7$};
      %\node [left] at (0.75,2.5){$2x+1$};
    \end{tikzpicture}

"
334,19,"Given circle $Z$ with inscribed $\triangle XYZ$. $m\angle Z=100$. Find $m\angle Y$.\\[1cm]
        %\hspace{1cm} Given the line  $l$ and point $P$.
        \begin{tikzpicture}
          %\draw [-, thick] (-6,0) node[left]{$A$}--(0,0);
          \draw  (0,0) circle [radius=3] node[above]{$Z$};
          \draw [-, thick] (220:3) node[left]{$X$}--(0,0)
            --(320:3) node[right]{$Y$}--cycle;
          %\node at (8.5,-0.4){$l$};
          %\draw [fill] (6,0) circle [radius=0.05] node[below]{$Q$};
        \end{tikzpicture}

"
335,19,"Given circle $O$ with inscribed $\triangle SLO$. $m\angle S=x+7$. Find $m\angle O=2x-2$. Find $x$.\\
    For full credit, check your answer.\\[1cm]
        %\hspace{1cm} Given the line  $l$ and point $P$.
        \begin{tikzpicture}
          %\draw [-, thick] (-6,0) node[left]{$A$}--(0,0);
          \draw  (0,0) circle [radius=3] node[left]{$O$};
          \draw [-, thick] (15:3) node[right]{$L$}--(0,0)
            --(97:3) node[above]{$S$}--cycle;
          %\node at (8.5,-0.4){$l$};
          %\draw [fill] (6,0) circle [radius=0.05] node[below]{$Q$};
        \end{tikzpicture}
        \vspace{1cm}
"
336,19,"Writing to learn: Why do we write down the theorems that justify each step to solve a problem?

"
337,20,"Construct a perpendicular to $\overline{AB}$ though $C$.\\
  Hint: Start with a circle centered on $C$ that intersects $\overleftrightarrow{AB}$ in two places.
    %\hspace{1cm} Given the line  $l$ and point $P$.
    \vspace{2cm}
    \begin{center}
    \begin{tikzpicture}
      \draw [-, thick] (4,0)--(8,0);
      \draw [<->, dashed] (0,0)--(11,0);
      \draw [fill] (4,0) circle [radius=0.05] node[below]{$A$};
      \draw [fill] (8,0) circle [radius=0.05] node[below]{$B$};
      \draw [fill] (7,3) circle [radius=0.05] node[above right]{$C$};
    \end{tikzpicture}
  \end{center} \vspace{2cm}

\subsubsection*{Construct a triangle's orthocenter}

"
338,20,"Construct a perpendicular to each of the leg of the triangle from the opposite vertex. Show their intersection, the orthocenter. Hint: you may extend the triangle sides as has been done for you on one side.%\\[0.2cm]
      %\hspace{1cm} Given the line  $l$ and point $P$.
      \vspace{3cm}
      \begin{center}
      \begin{tikzpicture}[scale=0.8]
        \draw [<->, thick] (0,0)--(9,0)--(5.5,5)--cycle;
        \draw [<->, dashed] (-1,0)--(11,0);

        %\draw [fill] (2,3) circle [radius=0.05] node[right]{$P$};
        %\node at (8.5,-0.4){$l$};
        %\draw [fill] (6,0) circle [radius=0.05] node[below]{$Q$};
      \end{tikzpicture}
      \end{center}

"
339,20,"  \subsubsection*{Spicy: Construct a hexagon inscribed in a circle}

"
340,20,"Construct an equilateral triangle on $\overline{AB}$ by drawing a circle centered on $A$. Continue with a second equilateral triangle on  $\overline{AC}$ by drawing a circle centered on $C$. Work around the circle $B$ four more times to construct the hexagon.
        %\hspace{1cm} Given the line  $l$ and point $P$.
        \vspace{3cm}
        \begin{center}
        \begin{tikzpicture}
          \draw [-, thick] (-6,0) node[left]{$A$}--(0,0);
          \draw  (0,0) circle [radius=6] node[right]{$B$};
          \draw [-, dashed] (120:6) node[above left]{$C$}--(0,0);
          %\node at (8.5,-0.4){$l$};
          %\draw [fill] (6,0) circle [radius=0.05] node[below]{$Q$};
        \end{tikzpicture}
        \end{center}

"
341,21,"Given parallelogram $SNOW$ with $S(2,1),N(7,1),O(10,5),W(5,5)$}
    \begin{enumerate}
      \item Sketch $SNOW$, labeling the vertices.\\
        \begin{tikzpicture}[scale=.635]
          \draw [help lines] (-2,-1) grid (12,7);
          \draw [thick, ->] (-2.2,0) -- (12.4,0) node [below right] {$x$};
          \draw [thick, ->] (0,-1.2)--(0,7.4) node [left] {$y$};
        \end{tikzpicture}
      \item Find the area of the parallelogram.\vspace{3cm}
      \item Find the length of each side of the parallelogram.\vspace{5cm}
      \item Find the slopes of the diagonals, $\overline{SO}$ and $\overline{NW}$.\vspace{3.5cm}
      \item Are the diagonals parallel, perpendicular, or neither? Justify your answer.
  \end{enumerate}

"
342,22,"Given polygon $HEXAGN$ with $S(2,1),N(7,1),O(10,5),W(5,5)$ and circumscribed circle $P(,)$}
    \begin{enumerate}
      \item Draw the polygon $HEXAGN$, labeling the vertices.\\
        \begin{tikzpicture}[scale=.635]
          \draw [help lines] (-2,-1) grid (12,7);
          \draw [thick, ->] (-2.2,0) -- (12.4,0) node [below right] {$x$};
          \draw [thick, ->] (0,-1.2)--(0,7.4) node [left] {$y$};
        \end{tikzpicture}
      \item Draw the two diagonals, $\overline{SO}$ and $\overline{NW}$, using dashed lines. Find the slope of these two diagonals, showing the calculation. \vspace{3.5cm}
      \item Are the two diagonals parallel, perpendicular, or neither? Justify your answer.\vspace{3.5cm}
      \item Spicy: What type of triangle is $XPA$? Justify your answer.
  \end{enumerate}

"
343,23,"Given right $\triangle ABC$ with $AC=4, BC=5, AB=6.4$, $m\angle C=90^\circ$. Express each trig ratio as a fraction, then as a decimal to the nearest thousandth. (1a is an example)
  \begin{center}
    \begin{tikzpicture}[scale=0.7]
      \draw [thick](0,0)--(4,0)--(4,5)--(0,0);
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
      \draw [fill] (4,0) circle [radius=0.05] node[below]{$C$};
      \draw [fill] (4,5) circle [radius=0.05] node[above right]{$B$};
      %\draw [color=blue] (0,0) ++(0.75,0) arc [start angle=0, end angle=70, radius=0.75];
      %\draw [color=blue] (4,0) ++(-0.22, 0.73) arc [start angle=110, end angle=180, radius=0.75];
      %\draw [thick] (0.8,3.1)--(1.2,2.9); %tick mark
      %\draw [thick] (2.8,2.9)--(3.2,3.1); %tick mark
      %\node [right] at (3.25,2.5){$x+7$};
      %\node [left] at (0.75,2.5){$2x+1$};
    \end{tikzpicture}
  \end{center}
    \begin{enumerate}
      \item $\displaystyle \sin A = \frac{5}{6.4} = 0.781$ \vspace{1cm}
      \item $\cos A =$ \vspace{1cm}
      \item $\tan A =$
    \end{enumerate}

"
344,23,"Given right $\triangle DEF$ with $DE=7, EF=3, DF=7.6$, $m\angle E=90^\circ$. Express each trig ratio as a fraction, then as a decimal to the nearest thousandth.
      \begin{center}
        \begin{tikzpicture}[scale=0.7]
          \draw [thick](0,0)--(7,0)--(7,3)--(0,0);
          \draw [fill] (0,0) circle [radius=0.05] node[below]{$D$};
          \draw [fill] (7,0) circle [radius=0.05] node[below]{$E$};
          \draw [fill] (7,3) circle [radius=0.05] node[above right]{$F$};
          %\draw [color=blue] (0,0) ++(0.75,0) arc [start angle=0, end angle=70, radius=0.75];
          %\draw [color=blue] (4,0) ++(-0.22, 0.73) arc [start angle=110, end angle=180, radius=0.75];
          %\draw [thick] (0.8,3.1)--(1.2,2.9); %tick mark
          %\draw [thick] (2.8,2.9)--(3.2,3.1); %tick mark
          %\node [right] at (3.25,2.5){$x+7$};
          %\node [left] at (0.75,2.5){$2x+1$};
        \end{tikzpicture} \vspace{1cm}
      \end{center}
      \begin{multicols}{2}
        \begin{enumerate}
          \item $\sin F = $ \vspace{1cm}
          \item $\cos F =$ \vspace{1cm}
          \item $\tan F =$
          \item $\sin D = $ \vspace{1cm}
          \item $\cos D =$ \vspace{1cm}
          \item $\tan D =$

        \end{enumerate}
      \end{multicols}

"
345,23,"  \subsubsection*{Classwork: Use a calculator for trig ratio}
"
346,23,"Express the result to the nearest thousandth.  \vspace{1cm}

      \begin{multicols}{2}
        \begin{enumerate}
          \item $\sin 30^\circ = $ \vspace{1cm}
          \item $\cos 45^\circ =$ \vspace{1cm}
          \item $\tan 60^\circ =$
          \item $\sin 57^\circ = $ \vspace{1cm}
          \item $\cos 23^\circ =$ \vspace{1cm}
          \item $\tan 81^\circ =$

        \end{enumerate}
      \end{multicols} \vspace{1cm}

"
347,23,"Given right $\triangle JKL$ with $\overline{JK} \perp \overline{KL}$, $JL=10$, $m\angle J=25^\circ$.
        \begin{center}
          \begin{tikzpicture}[scale=0.7]
            \draw [thick](0,0)--(7,0)--(7,3)--(0,0);
            \draw [fill] (0,0) circle [radius=0.05] node[below]{$J$};
            \draw [fill] (7,0) circle [radius=0.05] node[below]{$K$};
            \draw [fill] (7,3) circle [radius=0.05] node[above right]{$L$};
            %\draw [color=blue] (0,0) ++(0.75,0) arc [start angle=0, end angle=70, radius=0.75];
            %\draw [color=blue] (4,0) ++(-0.22, 0.73) arc [start angle=110, end angle=180, radius=0.75];
            %\draw [thick] (0.8,3.1)--(1.2,2.9); %tick mark
            %\draw [thick] (2.8,2.9)--(3.2,3.1); %tick mark
            %\node [right] at (3.25,2.5){$x+7$};
            %\node [left] at (0.75,2.5){$2x+1$};
          \end{tikzpicture} \vspace{1cm}
        \end{center}
        \begin{enumerate}
          \item Find the length $JK$\\[3cm]
          \item Find the length $KL$
        \end{enumerate}

"
348,24,"Given two parallel lines and a transversal, as shown. Apply the theorem, ``If a transversal intersects two parallel lines, then corresponding angles are congruent.""
  \begin{center}
  \begin{tikzpicture}
    \draw [<->, thick] (1,2)--(9,2);
    \draw [<->, thick] (0,0)--(8,0);
    \draw [<->, thick] (4,-1)--(5.5,3);
    \node at (4.5,0.3) [left]{$5$};
    \node at (4.5,0.3) [right]{$6$};
    \node at (4.3,-0.3) [left]{$7$};
    \node at (4.3,-0.3) [right]{$8$};
    \node at (5.2,2) [above left]{$1$};
    \node at (5.2,2) [above right]{$2$};
    \node at (5,2) [below left]{$3$};
    \node at (5,2) [below right]{$4$};
  \end{tikzpicture}
  \end{center}
  \begin{enumerate}
    \item State the angle corresponding with $\angle 2$. \vspace{1cm}
    \item Given $m\angle 8 = 115^\circ$ and $m\angle 4 = 5x^\circ$. Find $x$. \vspace{2cm}
    \item Given $m\angle 7 = 65^\circ$. Find $m\angle 2$. \vspace{2cm}
    \item In a proof, what reason would justify $\angle 4 \cong \angle 5$? \rule{6cm}{0.15mm}
  \end{enumerate}

"
349,24,"Given two vertical angles, $m \angle 1 = 5x+9$, $m \angle 2 = 6x-1$. Find $m \angle 1$.\\
  For full credit, check by comparing to $m\angle 2$.
      \begin{flushright}
      \begin{tikzpicture}[scale=.7]
        \draw [<->, thick] (0,-1.5)--(10,1.5);
        \draw [<->, thick] (2,3.5)--(7,-3.5);
        \node at (3,.4){1};
        \node at (6,-.6){2};
      \end{tikzpicture}
      \end{flushright}

"
350,24,"Express the result to the nearest thousandth.  \vspace{1cm}

      \begin{multicols}{2}
        \begin{enumerate}
          \item $\sin 35^\circ = $ \vspace{1cm}
          \item $\tan 70^\circ =$
          \item $\sin 78^\circ = $ \vspace{1cm}
          \item $\cos 12^\circ =$

        \end{enumerate}
      \end{multicols} \vspace{1cm}

"
351,24,"Given $m\angle R=48$ and $m\angle UST=110$. Find $m\angle U$.\\[1cm]
    \begin{tikzpicture}
      %\draw [->, thick] (0,0)--(5,5);
      \draw [<-, thick] (8,0)--(0,0)--(3,3)--(4.5,0);
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$R$};
      \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$S$};
      \draw [fill] (3,3) circle [radius=0.05] node[right]{$U$};
      \draw [fill] (7,0) circle [radius=0.05] node[below]{$T$};
    \end{tikzpicture}
    \vspace{2cm}


"
352,24,"On the graph below, draw $\overline{AB}$, with $A(5,3)$ and $B(-1,-3)$, labeling the end points. Determine and state the coordinates of the midpoint $M$ of $\overline{AB}$ and mark and label it on the graph.\\
    \begin{tikzpicture}[scale=.635]
      \draw [help lines] (-3,-2) grid (8,7);
      \draw [thick, ->] (-3.2,0) -- (8.4,0) node [below right] {$x$};
      \draw [thick, ->] (0,-2.2)--(0,7.4) node [left] {$y$};
    \end{tikzpicture}
    \vspace{1cm}

"
353,24,"In a proof, each of the following statements are written. Write down the reason that would justify each step. \bigskip
    \begin{enumerate}
      \item $\overline{PQ} \cong \overline{PQ}$ \hspace{4cm} $\rule{5cm}{0.15mm}$ property \bigskip
      \item $PQ+RS= QR+RS$  \hspace{1.7cm} $\rule{5cm}{0.15mm}$ property  \bigskip
      \item $2(PQ + QR)=2PQ+2QR$  \hspace{0.6cm} $\rule{5cm}{0.15mm}$ property
    \end{enumerate}

"
354,24,"Given right $\triangle JKL$ with $\overline{JK} \perp \overline{KL}$, $JL=8$, $m\angle J=30^\circ$.
    \begin{center}
      \begin{tikzpicture}[scale=0.7]
        \draw [thick](0,0)--(7,0)--(7,3)--(0,0);
        \draw [fill] (0,0) circle [radius=0.05] node[below]{$J$};
        \draw [fill] (7,0) circle [radius=0.05] node[below]{$K$};
        \draw [fill] (7,3) circle [radius=0.05] node[above right]{$L$};
        %\draw [color=blue] (0,0) ++(0.75,0) arc [start angle=0, end angle=70, radius=0.75];
        %\draw [color=blue] (4,0) ++(-0.22, 0.73) arc [start angle=110, end angle=180, radius=0.75];
        %\draw [thick] (0.8,3.1)--(1.2,2.9); %tick mark
        %\draw [thick] (2.8,2.9)--(3.2,3.1); %tick mark
        %\node [right] at (3.25,2.5){$x+7$};
        %\node [left] at (0.75,2.5){$2x+1$};
      \end{tikzpicture} \vspace{1cm}
    \end{center}
    \begin{enumerate}
      \item Find the length $JK$\\[2cm]
      \item Find the length $KL$\\[2cm]
    \end{enumerate}

"
355,24,"Given a circle $O$ with radius $6$.
  \begin{enumerate}
    \item Find the circumference of $O$. \vspace{2cm}
    \item Find the area of $O$. \vspace{2cm}
  \end{enumerate}

"
356,24,"\subsubsection*{Circle the appropriate equation and state the justification}
Use the postulates and theorems you have learned. You may abbreviate them as follows: ``def. of bisector,"" ``$\perp$ rays meet at $90^\circ$,"" ``complementary $\angle$s add to 90,"" ``linear pairs add to 180,"" ``vertical $\angle$s are $\cong$,"" ``corresponding $\angle$s of parallel lines are $\cong$.""


"
357,24,"Given $m\angle R=m\angle U =65$, and $m\angle UST=130$. Find $m\angle RSU$.
\begin{tikzpicture}[scale=0.6]
  %\draw [->, thick] (0,0)--(5,5);
  \draw [<-, thick] (7,0)--(1,0)--(3,3)--(4.5,0);
  \draw [fill] (1,0) circle [radius=0.05] node[below]{$R$};
  \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$S$};
  \draw [fill] (3,3) circle [radius=0.05] node[right]{$U$};
  \draw [fill] (6,0) circle [radius=0.05] node[below]{$T$};
\end{tikzpicture}\\[0.5cm]
$\angle UST \cong \angle RSU$ \hspace{0.5cm} $m\angle UST + m\angle RSU =  180$ \hspace{0.5cm} \rule{6cm}{0.15mm} \vspace{0.5cm}

"
358,24,"Given $\overrightarrow{BA} \perp \overrightarrow{BC}$, $m \angle ABD = 2x-5$, and $m \angle DBC = x-10$.
  \begin{tikzpicture}[scale=0.7]
    \draw [<->, thick] (0,3)--(0,0)--(5,0);
    \draw [->, thick] (0,0)--(3.5, 2);
    \draw [-, thin] (0, 0.4)--(0.4, 0.4)--(0.4, 0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (0,2) circle [radius=0.05] node[left]{$A$};
    \draw [fill] (4,0) circle [radius=0.05] node[below]{$C$};
    \draw [fill] (2.625, 1.5) circle [radius=0.05] node[below]{$D$};
  \end{tikzpicture}\\[0.5cm]
  $\angle ABD \cong \angle DBC$ \hspace{0.5cm} $m\angle ABD + m\angle DBC =  90$ \hspace{0.5cm} \rule{6cm}{0.15mm}


"
359,24,"$\angle RPS \cong \angle SPU$ \hspace{0.25cm} $m \angle RPS + m \angle SPU = 180^\circ$ \hspace{0.25cm} \rule{6cm}{0.15mm}  \vspace{0.25cm}
    \begin{tikzpicture}[scale=0.7]
      \draw [<->, thick] (-5,.5)--(3,-.3);
      \draw [->, thick] (0,0)--(-1.2,3);
      \draw [fill] (-1,2.5) circle [radius=0.05] node[left ]{$S$};
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$P$};
      \draw [fill] (2,-0.2) circle [radius=0.05] node[above]{$U$};
      \draw [fill] (-4,0.4) circle [radius=0.05] node[above]{$R$};
    \end{tikzpicture}


"
360,24,"Given corresponding angles of a transversal and two parallel lines, $\angle A$, $\angle B$.\\[0.5cm]
  $\angle A \cong \angle B$ \hspace{1cm} $m \angle A + m \angle B=180^\circ$ \hspace{0.5cm} \rule{5cm}{0.15mm} \vspace{0.25cm}

"
361,24,"Given $m \angle 1 = 4x+6$, $m \angle 2 = 6x-32$. Find $m \angle 1$.
    \begin{tikzpicture}[scale=.4]
      \draw [<->, thick] (0,-1.5)--(10,1.5);
      \draw [<->, thick] (2,3.5)--(7,-3.5);
      \node at (3,.4){1};
      \node at (6,-.6){2};
    \end{tikzpicture}\\[0.5cm]
    $\angle 1 \cong \angle 2$ \hspace{1cm} $m\angle 1 + m\angle 2 =  180$ \hspace{0.5cm} \rule{6cm}{0.15mm}

"
362,24,"Given $\overline{ABC}$, $AC=18$, and the point $B$ partitions $\overline{AC}$ in a ratio of $2{:}7$.\\[0.5cm] Find ${AB}$. \\[1.5cm]
      \begin{tikzpicture}
        \draw [-, thick] (1,0)--(7,0);
        \draw [fill] (1,0) circle [radius=0.05] node[below]{$A$};
        \draw [fill] (3.5,0) circle [radius=0.05] node[below]{$B$};
        \draw [fill] (7,0) circle [radius=0.05] node[below]{$C$};
      \end{tikzpicture} \vspace{3cm}


"
363,24,"Given $\overrightarrow{BA} \perp \overrightarrow{BC}$, $m \angle ABD = 4x$, and $m \angle DBC = 2x-12$. Find $m \angle DBC$. \\[0.5cm]
  For full credit, show the check using both angle measures.
    \begin{flushleft}
    \begin{tikzpicture}[scale=1.3]
      \draw [<->, thick] (0,3)--(0,0)--(5,0);
      \draw [->, thick] (0,0)--(3.5, 2);
      \draw [-, thin] (0, 0.4)--(0.4, 0.4)--(0.4, 0);
      %\node at (3,.4){1};
      %\node at (6,-.6){2};
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$B$};
      \draw [fill] (0,2) circle [radius=0.05] node[left]{$A$};
      \draw [fill] (4,0) circle [radius=0.05] node[below]{$C$};
      \draw [fill] (2.625, 1.5) circle [radius=0.05] node[below]{$D$};
    \end{tikzpicture}
    \end{flushleft}
    \vspace{3cm}

"
